short;true;predict
pszenicaO;6;3
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;4
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;6
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;4
pszenicaO;6;0
pszenicaO;6;12
pszenicaO;6;5
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;6
pszenicaO;6;3
pszenicaO;6;3
pszenicaO;6;0
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;4
pszenicaO;6;4
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;4
pszenicaO;6;6
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;4
pszenicaO;6;13
pszenicaO;6;2
pszenicaO;6;12
pszenicaO;6;2
pszenicaO;6;1
pszenicaO;6;12
pszenicaO;6;4
pszenicaO;6;9
pszenicaO;6;11
pszenicaO;6;6
pszenicaO;6;12
pszenicaO;6;1
pszenicaO;6;9
pszenicaO;6;4
pszenicaO;6;9
pszenicaO;6;5
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;1
pszenicaO;6;1
pszenicaO;6;7
pszenicaO;6;12
pszenicaO;6;12
pszenicaO;6;5
pszenicaO;6;0
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;3
pszenicaO;6;11
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;4
pszenicaO;6;12
pszenicaO;6;4
pszenicaO;6;4
pszenicaO;6;9
pszenicaO;6;0
pszenicaO;6;4
pszenicaO;6;12
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;13
pszenicaO;6;1
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;12
pszenicaO;6;6
pszenicaO;6;9
pszenicaO;6;13
pszenicaO;6;9
pszenicaO;6;9
pszenicaO;6;4
pszenicaO;6;4
pszenicaO;6;4
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;12
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;6
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;0
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;7
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;1
TUZ;7;13
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;7
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;7
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;7
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;0
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;1
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;13
TUZ;7;1
TUZ;7;13
TUZ;7;1
zytoO;8;9
zytoO;8;9
zytoO;8;12
zytoO;8;3
zytoO;8;9
zytoO;8;12
zytoO;8;3
zytoO;8;9
zytoO;8;9
zytoO;8;9
zytoO;8;9
zytoO;8;9
zytoO;8;12
zytoO;8;3
zytoO;8;9
zytoO;8;9
zytoO;8;9
zytoO;8;14
zytoO;8;12
zytoO;8;12
zytoO;8;12
zytoO;8;9
zytoO;8;12
zytoO;8;9
zytoO;8;9
zytoO;8;9
zytoO;8;12
zytoO;8;9
zytoO;8;3
zytoO;8;9
zytoO;8;12
zytoO;8;9
zytoO;8;9
zytoO;8;12
zytoO;8;9
zytoO;8;13
zytoO;8;9
zytoO;8;9
zytoO;8;6
zytoO;8;9
zytoO;8;12
zytoO;8;9
zytoO;8;12
zytoO;8;12
zytoO;8;0
zytoO;8;12
zytoO;8;12
zytoO;8;9
zytoO;8;12
zytoO;8;12
zytoO;8;1
zytoO;8;9
zytoO;8;9
zytoO;8;12
zytoO;8;12
zytoO;8;9
zytoO;8;0
zytoO;8;0
zytoO;8;12
zytoO;8;12
zytoO;8;12
zytoO;8;9
zytoO;8;3
zytoO;8;3
zytoO;8;12
zytoO;8;12
zytoO;8;12
zytoO;8;12
zytoO;8;12
zytoO;8;14
zytoO;8;14
zytoO;8;12
zytoO;8;12
zytoO;8;12
zytoO;8;3
zytoO;8;4
zytoO;8;12
zytoO;8;12
zytoO;8;3
zytoO;8;12
zytoO;8;12
zytoO;8;12
zytoO;8;5
zytoO;8;12
zytoO;8;1
zytoO;8;9
zytoO;8;4
zytoO;8;14
zytoO;8;12
zytoO;8;12
zytoO;8;9
zytoO;8;12
zytoO;8;12
zytoO;8;12
zytoO;8;9
zytoO;8;12
zytoO;8;13
zytoO;8;3
zytoO;8;12
zytoO;8;7
zytoO;8;12
zytoO;8;12
zytoO;8;12
zytoO;8;7
zytoO;8;13
zytoO;8;6
zytoO;8;12
zytoO;8;12
zytoO;8;3
zytoO;8;14
zytoO;8;12
zytoO;8;13
zytoO;8;12
zytoO;8;14
zytoO;8;12
zytoO;8;12
zytoO;8;9
pszenicaJ;9;6
pszenicaJ;9;7
pszenicaJ;9;9
pszenicaJ;9;1
pszenicaJ;9;0
pszenicaJ;9;6
pszenicaJ;9;1
pszenicaJ;9;1
rzepikO;10;3
rzepikO;10;3
rzepikO;10;2
pszenzytoO;11;4
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;3
pszenzytoO;11;9
pszenzytoO;11;4
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;14
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;14
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;0
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;1
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;13
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;14
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;4
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;4
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;5
pszenzytoO;11;9
pszenzytoO;11;13
pszenzytoO;11;5
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;1
pszenzytoO;11;5
pszenzytoO;11;9
pszenzytoO;11;11
pszenzytoO;11;4
pszenzytoO;11;9
pszenzytoO;11;4
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;14
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;5
pszenzytoO;11;9
pszenzytoO;11;0
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;3
pszenzytoO;11;3
pszenzytoO;11;6
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;4
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;0
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;4
pszenzytoO;11;4
pszenzytoO;11;5
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;0
pszenzytoO;11;3
pszenzytoO;11;12
pszenzytoO;11;0
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;6
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;6
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;0
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;4
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;0
pszenzytoO;11;4
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;13
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;5
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;13
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;4
pszenzytoO;11;3
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;14
pszenzytoO;11;14
pszenzytoO;11;9
pszenzytoO;11;0
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;0
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;4
pszenzytoO;11;4
pszenzytoO;11;4
pszenzytoO;11;4
pszenzytoO;11;6
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;1
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;4
pszenzytoO;11;7
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;14
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;5
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;14
pszenzytoO;11;14
pszenzytoO;11;5
pszenzytoO;11;12
pszenzytoO;11;14
pszenzytoO;11;12
pszenzytoO;11;3
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;2
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;14
pszenzytoO;11;9
pszenzytoO;11;6
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;8
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;11
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;14
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;5
pszenzytoO;11;12
pszenzytoO;11;3
pszenzytoO;11;0
pszenzytoO;11;5
pszenzytoO;11;9
pszenzytoO;11;14
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;6
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;14
pszenzytoO;11;1
pszenzytoO;11;3
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;4
pszenzytoO;11;14
pszenzytoO;11;12
pszenzytoO;11;4
pszenzytoO;11;9
pszenzytoO;11;5
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;3
pszenzytoO;11;14
pszenzytoO;11;14
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;14
pszenzytoO;11;12
pszenzytoO;11;14
pszenzytoO;11;7
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;4
pszenzytoO;11;7
pszenzytoO;11;14
pszenzytoO;11;3
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;4
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;9
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;12
pszenzytoO;11;14
pszenzytoO;11;12
pszenzytoO;11;5
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;3
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;9
pszenzytoO;11;3
pszenzytoO;11;4
pszenzytoO;11;12
pszenzytoO;11;4
pszenzytoO;11;9
pszenzytoO;11;12
jeczmienJ;12;5
jeczmienJ;12;4
jeczmienJ;12;2
jeczmienJ;12;4
jeczmienJ;12;7
jeczmienJ;12;4
jeczmienJ;12;4
jeczmienJ;12;0
jeczmienJ;12;4
jeczmienJ;12;12
jeczmienJ;12;13
jeczmienJ;12;12
jeczmienJ;12;0
jeczmienJ;12;5
jeczmienJ;12;0
jeczmienJ;12;12
jeczmienJ;12;9
jeczmienJ;12;12
jeczmienJ;12;13
jeczmienJ;12;7
jeczmienJ;12;5
jeczmienJ;12;4
jeczmienJ;12;0
jeczmienJ;12;1
jeczmienJ;12;0
jeczmienJ;12;12
jeczmienJ;12;4
jeczmienJ;12;8
jeczmienJ;12;4
jeczmienJ;12;3
jeczmienJ;12;4
jeczmienJ;12;4
jeczmienJ;12;0
jeczmienJ;12;12
jeczmienJ;12;12
jeczmienJ;12;4
jeczmienJ;12;2
jeczmienJ;12;12
jeczmienJ;12;3
jeczmienJ;12;4
jeczmienJ;12;3
jeczmienJ;12;4
jeczmienJ;12;5
jeczmienJ;12;4
jeczmienJ;12;4
jeczmienJ;12;1
jeczmienJ;12;3
jeczmienJ;12;4
jeczmienJ;12;4
jeczmienJ;12;4
jeczmienJ;12;5
jeczmienJ;12;4
jeczmienJ;12;4
jeczmienJ;12;12
jeczmienJ;12;12
jeczmienJ;12;0
jeczmienJ;12;1
jeczmienJ;12;4
jeczmienJ;12;4
jeczmienJ;12;4
jeczmienJ;12;4
jeczmienJ;12;2
jeczmienJ;12;3
jeczmienJ;12;3
jeczmienJ;12;4
jeczmienJ;12;1
jeczmienJ;12;12
jeczmienJ;12;4
jeczmienJ;12;4
jeczmienJ;12;13
jeczmienJ;12;0
jeczmienJ;12;0
jeczmienJ;12;3
jeczmienJ;12;4
jeczmienJ;12;12
jeczmienJ;12;3
jeczmienJ;12;5
jeczmienJ;12;4
jeczmienJ;12;7
jeczmienJ;12;0
jeczmienJ;12;0
jeczmienJ;12;12
jeczmienJ;12;1
jeczmienJ;12;4
jeczmienJ;12;0
jeczmienJ;12;4
jeczmienJ;12;12
jeczmienJ;12;4
jeczmienJ;12;12
jeczmienJ;12;6
jeczmienJ;12;4
jeczmienJ;12;12
jeczmienJ;12;1
jeczmienJ;12;6
jeczmienJ;12;4
jeczmienJ;12;9
jeczmienJ;12;3
jeczmienJ;12;12
jeczmienJ;12;4
jeczmienJ;12;0
jeczmienJ;12;6
jeczmienJ;12;9
jeczmienJ;12;12
jeczmienJ;12;5
jeczmienJ;12;4
jeczmienJ;12;13
jeczmienJ;12;12
jeczmienJ;12;5
jeczmienJ;12;12
jeczmienJ;12;1
jeczmienJ;12;4
jeczmienJ;12;4
jeczmienJ;12;1
jeczmienJ;12;4
jeczmienJ;12;5
jeczmienJ;12;5
jeczmienJ;12;12
jeczmienJ;12;3
jeczmienJ;12;4
jeczmienJ;12;4
jeczmienJ;12;4
jeczmienJ;12;13
jeczmienJ;12;7
jeczmienJ;12;3
jeczmienJ;12;4
jeczmienJ;12;3
jeczmienJ;12;12
jeczmienJ;12;9
jeczmienJ;12;6
jeczmienJ;12;12
jeczmienJ;12;5
jeczmienJ;12;0
jeczmienJ;12;4
jeczmienJ;12;3
jeczmienJ;12;4
jeczmienJ;12;4
jeczmienJ;12;4
jeczmienJ;12;12
jeczmienJ;12;1
jeczmienJ;12;4
jeczmienJ;12;12
ziemniak;13;5
ziemniak;13;5
ziemniak;13;0
ziemniak;13;5
ziemniak;13;5
ziemniak;13;3
ziemniak;13;2
ziemniak;13;5
ziemniak;13;0
ziemniak;13;5
ziemniak;13;3
owies;14;4
owies;14;5
owies;14;3
owies;14;3
owies;14;5
owies;14;2
owies;14;5
owies;14;5
owies;14;0
owies;14;4
owies;14;3
owies;14;3
owies;14;3
owies;14;3
owies;14;6
owies;14;1
owies;14;6
owies;14;9
owies;14;6
owies;14;13
owies;14;12
owies;14;5
owies;14;13
owies;14;13
owies;14;1
owies;14;12
owies;14;3
owies;14;5
owies;14;10
owies;14;0
owies;14;12
owies;14;5
